war iraq,-0.62060917,64
caus,0.006236302,254
iraq',0.006279566,91
far,0.0063172,292
learn,0.006417504,239
innoc,0.006449939,129
success,0.006857935,209
got,0.006857935,76
judgment,0.006857935,76
interven,0.006857935,57
ago,0.007270732,255
conflict,0.007416361,377
risk,0.007572391,221
men,0.007604482,141
get,0.007688414,507
safe,0.007720748,61
health,0.007720748,61
someth,0.007946864,145
engag,0.008235725,191
publish,0.008333587,107
biolog weapon,0.008477368,65
deni,0.008477368,65
within,0.008709297,199
also,0.008925843,789
agre,0.009542242,549
way,0.009654512,941
partner,0.009741857,73
would like,0.009741857,73
unit nation resolut,0.01001583,50
nation resolut,0.01001583,50
impress,0.01001583,50
develop,0.010076992,327
aim,0.010522159,158
sure,0.010540611,343
alreadi,0.010756571,297
term,0.010756571,189
refus,0.010756571,81
humanitarian aid,0.010756571,54
diplomaci,0.011192301,85
wors,0.01139514,58
keep,0.011682497,120
chang,0.011774072,364
amount,0.011951314,93
initi,0.011951314,93
hard,0.011951314,93
franc,0.012283871,97
precis,0.012872973,140
address,0.012872973,140
follow,0.013071386,288
high,0.013135096,109
consider,0.013185229,183
endors,0.013259073,74
today,0.013801681,523
result,0.014063449,168
right hon friend,0.014123574,594
missil,0.014308067,219
intend,0.014696681,94
power,0.014760575,333
involv,0.014883865,341
claim,0.015470375,110
destroy,0.01557796,169
gulf,0.01557796,169
earlier,0.015778542,177
approach,0.015778542,177
soon,0.015778542,59
assembl,0.015778542,59
bodi,0.016047576,63
circumst,0.016208723,197
better,0.016284487,201
light,0.016494703,71
understand,0.016944577,407
repres,0.017142267,174
set,0.01743851,388
sort,0.017588646,103
whole,0.017679381,214
leav,0.017841917,115
current,0.019050579,259
made,0.019218806,941
hussein,0.02001583,640
much,0.02001583,548
recent,0.02001583,308
certainli,0.02001583,244
relat,0.02001583,216
visit,0.02001583,156
open,0.02001583,144
citi,0.02001583,60
institut,0.02001583,56
effect,0.020794646,321
saddam hussein,0.020814552,626
matter,0.0216357,463
place,0.02211667,476
encourag,0.022704002,93
plan,0.022911583,259
guarante,0.023262583,77
identifi,0.023440488,73
defend,0.023440488,73
flood defenc,0.023440488,73
recruit,0.023440488,73
unit kingdom,0.023587259,280
kingdom,0.024464229,281
issu,0.024732811,689
happi,0.024732811,53
middl east peac process,0.024732811,53
east peac process,0.024732811,53
serious,0.025334979,94
murder,0.025571386,90
chemic,0.025697648,176
saw,0.026113391,82
bear,0.026113391,82
alway,0.026426086,234
say,0.026545681,1072
take,0.026562872,1031
lead,0.026629587,189
alli,0.026772587,148
area,0.026960274,288
declar,0.027025176,107
stage,0.027158687,140
will,0.027158687,70
abil,0.027158687,70
situat,0.027195987,383
job,0.027368771,136
morn,0.027591588,66
settlement,0.02782833,128
make,0.02784464,958
hope,0.02796636,566
toward,0.028080346,124
hon,0.028217531,3292
intern terror,0.028349163,120
noth,0.02863652,174
repeat,0.02863652,87
desir,0.029275089,54
middl east peac,0.029275089,54
east peac,0.029275089,54
everyth,0.029509501,79
deserv,0.03001583,50
away,0.030289803,146
sever,0.030346409,121
arm forc,0.030399217,313
thought,0.030432497,192
behalf,0.03057921,71
four,0.030699591,117
next,0.030752026,163
taken,0.031306153,465
action taken,0.031379466,88
happen,0.031426618,482
hon gentleman,0.031705121,663
second resolut,0.031920592,105
1998,0.031920592,63
highli,0.031920592,63
arafat,0.032310912,122
month,0.03251583,320
larg,0.032978793,135
announc,0.032978793,135
friend member,0.033234221,435
saudi,0.03345669,93
consist,0.033652194,110
person,0.033652194,110
move,0.033834925,199
bill,0.033904719,72
six,0.033904719,72
soldier,0.034060774,89
kabul,0.034166773,106
absolut,0.034383646,174
year,0.034584595,858
includ,0.034896782,336
role,0.035167345,264
note,0.035447929,81
battl,0.035447929,81
terror,0.035502556,678
ever,0.035533071,145
measur,0.03564083,192
specif,0.03564083,192
clear,0.035941756,675
gave,0.035973277,94
pass,0.036249596,154
elsewher,0.036249596,77
long,0.03637097,321
rightli,0.03637097,107
sens,0.03637097,107
histori,0.036682497,150
ultim,0.036682497,60
secur council,0.036831973,446
carri,0.037061285,176
turn,0.037311427,159
peac,0.037692598,594
bring,0.037806092,267
fair,0.037872973,56
serv,0.038131772,69
differ,0.038244997,384
million,0.038308513,164
tri,0.039246599,377
particularli,0.039246599,143
along,0.039246599,91
fundament,0.039246599,65
tank,0.039246599,52
new,0.039388524,542
prevent,0.0398571,126
suppli,0.039927334,113
forc,0.040114561,1418
intern develop,0.0402861,74
short,0.0403862,135
armi,0.040507633,183
made clear,0.040507633,122
busi,0.040507633,61
nato,0.040658032,109
home,0.040924921,275
afghanistan,0.041160109,1005
committe,0.041202271,236
greater,0.041202271,118
centr,0.041444401,70
import,0.041630838,613
everi,0.041642128,289
good,0.04175496,276
exercis,0.04175496,92
clearli,0.041945655,228
pay,0.042167729,158
run,0.042743103,110
trust,0.042743103,66
independ,0.042743103,66
went,0.043211706,97
find,0.043250031,269
gentleman,0.043255267,710
part,0.043320915,472
particular,0.043414845,203
point,0.043490008,852
year ago,0.043600736,106
take action,0.043600736,106
conting,0.043600736,53
anyth,0.043928873,115
friend,0.044166396,1501
must also,0.044209378,62
took,0.04445192,133
problem,0.044569401,448
answer,0.044663717,284
opportun,0.044935444,311
number,0.045209628,387
sinc,0.045209628,258
littl,0.045378149,138
complet,0.045378149,138
breach,0.045716765,107
council,0.045877899,522
later,0.04601583,125
biolog,0.046239606,143
leadership,0.046331619,76
request,0.046486418,85
resourc,0.046486418,85
work,0.046524802,613
side,0.046714859,309
enorm,0.046714859,103
first,0.047124264,498
done,0.047793608,360
civil,0.047793608,90
financi,0.047793608,81
shown,0.047793608,63
singl,0.047793608,63
investig,0.047793608,54
process,0.048070693,401
past,0.048496843,316
israel,0.048843807,529
al-qaeda,0.048861984,312
live,0.048927395,294
sustain,0.048963198,95
combat,0.049676847,59
commun,0.049709317,522
whatev,0.049890044,159
prolifer,0.05001583,50
respond,0.050157674,141
idea,0.05023561,91
secondli,0.05023561,91
previou,0.05023561,91
regim,0.050292647,578
final,0.050628075,196
moment,0.050628075,196
mean,0.05126583,352
known,0.05126583,64
back,0.051569228,412
iraqi peopl,0.051834012,55
arab,0.051908834,243
hon friend member,0.051970717,399
iraqi regim,0.052067112,78
futur,0.052624526,299
need,0.052718533,925
isra,0.053007032,341
iraqi,0.05314836,332
occur,0.05314836,83
saddam hussein',0.05314836,83
cannot,0.053277633,466
tonight,0.053349163,120
seek,0.053425968,217
messag,0.053520985,97
come,0.053540734,522
secur,0.053854214,990
act,0.054039499,338
seriou,0.054053389,213
degre,0.054329555,51
terrorist organis,0.054329555,51
dr blix,0.054329555,51
firm,0.054329555,51
head,0.054631215,65
resolut,0.054704825,1045
hand,0.054825957,158
draw,0.054825957,79
commit,0.055730116,392
fail,0.056062342,215
progress,0.056222727,145
air,0.056532684,178
advic,0.056682497,75
45 commando,0.056682497,75
achiev,0.056780536,272
appeal,0.056901076,61
explain,0.057249873,141
decis,0.057455444,414
econom,0.057894618,66
manag,0.057894618,66
hussein',0.058251124,85
well,0.058352763,463
organis,0.058397573,241
discuss,0.058477368,312
notic,0.058477368,52
turkey,0.058477368,52
strong,0.059006656,109
option,0.05907833,128
programm,0.059899098,257
attent,0.06001583,100
main,0.060139287,81
easi,0.060139287,81
two,0.060408843,458
build,0.060556371,148
suffer,0.060713504,129
undertak,0.060713504,86
grate,0.060865503,153
special,0.061060606,67
recognis,0.061505192,235
confid,0.061682497,96
end,0.06199578,399
stand,0.062150661,178
intern commun,0.062223622,308
let,0.063009461,314
12,0.063119278,116
protect,0.063494091,184
saudi arabia,0.063666624,63
lord,0.063666624,63
chemic biolog,0.064133477,68
agenc,0.064887625,195
wait,0.064887625,78
system,0.065337467,171
abl,0.065470375,264
potenti,0.065714755,93
45,0.065714755,93
negoti,0.065790478,142
hon friend,0.066213549,1315
charter,0.066312126,54
difficult,0.066682497,300
arabia,0.06689083,64
maintain,0.067117279,138
rais,0.067313127,222
exampl,0.067830038,183
palestinian,0.068074082,515
reserv,0.068092753,104
care,0.07001583,175
establish,0.07001583,115
water,0.07001583,105
select,0.07001583,90
due,0.07001583,65
impos,0.07001583,50
januari,0.07001583,50
complex,0.07001583,50
provid,0.071646265,368
mani year,0.072647409,76
peopl iraq,0.073046133,66
longer,0.073165436,127
financ,0.073587259,56
week ago,0.073937399,51
arab world,0.073937399,51
long-term,0.073937399,51
respons,0.074097463,490
entir,0.075384958,149
regret,0.076467443,62
necessari,0.077089785,311
natur,0.077708138,156
select committe,0.077708138,78
author,0.078322539,313
meet,0.07862827,209
bank,0.078711482,115
experi,0.078839359,136
sourc,0.078839359,68
shall,0.079194574,414
signific,0.079226356,152
implement,0.07953964,105
assess,0.07953964,84
violenc,0.07953964,84
sir,0.07953964,63
materi,0.08001583,100
context,0.080142412,79
individu,0.080360658,116
1991,0.080360658,58
ireland,0.080360658,58
purpos,0.080826641,111
border,0.08099144,164
safeti,0.081336585,53
neither,0.081336585,53
prefer,0.081336585,53
threat,0.08251583,656
inform,0.083349163,225
contribut,0.083412959,209
2,0.083575152,59
resolut 1441,0.084086182,199
deploy,0.084301544,490
face,0.084508584,345
addit,0.084830645,108
nation secur,0.084830645,81
invit,0.084830645,54
saddam,0.085203387,1093
proceed,0.085400445,65
effort,0.085549811,309
territori,0.08596675,163
hon ladi,0.086917238,71
local,0.087009294,153
failur,0.087323522,104
deal,0.088197648,550
produc,0.088197648,121
key,0.088197648,121
emerg,0.088197648,110
depart,0.088197648,110
small,0.088197648,77
strongli,0.088197648,66
origin,0.088197648,55
task,0.088807776,149
assist,0.088913468,127
neighbour,0.089164766,94
realiti,0.089460274,72
disarma,0.089564702,133
kuwait,0.089687961,61
equip,0.09001583,150
benefit,0.09001583,50
simpl,0.09001583,50
militari oper,0.09001583,50
bomber,0.090240549,89
therefor,0.090643633,223
ta,0.090911352,67
look,0.090961776,296
assur,0.091444401,224
dealt,0.091444401,84
knowledg,0.091444401,56
reservist,0.091444401,56
ladi,0.091933638,73
tribut,0.092445737,107
peac process,0.09302468,113
immedi,0.093186562,164
pay tribut,0.093545242,68
urgent,0.094577234,57
food,0.094874587,177
1441,0.09501583,240
make clear,0.09501583,80
account,0.095190655,143
relief,0.095412655,63
occupi,0.095597225,86
respect,0.095773406,264
step,0.096404719,144
heart,0.096682497,75
elimin,0.096938907,52
requir,0.097134474,295
met,0.097176324,81
conclus,0.097288557,110
right hon friend member,0.097602037,116
unless,0.097602037,116
field,0.097602037,58
gentleman',0.097972819,93
stabil,0.098298658,99
capabl,0.099284123,205
direct,0.100372973,112
taliban,0.102476563,382
strateg,0.103349163,96
network,0.103349163,84
figur,0.103349163,66
point made,0.103349163,60
review,0.104548204,139
condit,0.104967286,103
12 year,0.105836726,67
northern ireland,0.106379466,55
close,0.106617137,153
crisi,0.106750524,147
exist,0.107978793,216
forward,0.108043999,142
region,0.108190104,241
palestinian state,0.109301544,56
skill,0.109301544,56
grow,0.109301544,56
viabl,0.109522003,81
remov,0.11001583,125
period,0.11001583,100
polic,0.11001583,75
wide,0.11001583,50
flood,0.110406709,307
octob,0.11059554,69
nation secur council,0.111285671,63
affair,0.111285671,63
detail,0.11182374,177
continu,0.11186097,607
cours,0.11249793,419
previous,0.113153085,51
monday,0.113153085,51
hon gentleman',0.114460274,90
unit nation secur council,0.114843416,58
introduc,0.114843416,58
reassur,0.114843416,58
pose,0.115086253,142
2000,0.115086253,71
level,0.115470375,110
remain,0.116169676,286
rang,0.116169676,91
lesson,0.116169676,78
mistak,0.116169676,52
afghan,0.117010366,183
prospect,0.117074654,85
unit nation secur,0.117473457,59
threat forc,0.117473457,59
rebuild,0.117473457,59
terrorist,0.117500107,636
ensur,0.117841917,414
play,0.119530393,206
credibl,0.12001583,120
sensibl,0.12001583,60
delay,0.12001583,60
excel,0.12001583,60
enforc,0.12048312,107
refuge,0.120531294,194
help,0.120665181,308
aircraft,0.122288557,88
activ,0.123551184,198
crucial,0.123674367,82
oblig,0.123861984,130
agre hon,0.124561285,55
properli,0.125785061,104
isaf,0.125948033,118
ye,0.127158687,98
environ agenc,0.127158687,84
right hon friend prime,0.127158687,77
group,0.127813995,218
hon friend prime,0.128990189,78
friend prime,0.128990189,78
standard,0.128990189,78
enabl,0.12917076,71
challeng,0.129664953,114
arrang,0.129664953,57
balanc,0.130480946,86
hon friend',0.130775324,79
camp,0.131461613,166
friend',0.13251583,80
british forc,0.13251583,80
insid,0.132760928,51
element,0.132919056,124
depend,0.133029529,73
full,0.133223377,212
right hon friend prime minist,0.134880695,74
vital,0.135184369,89
hon friend prime minist,0.136682497,75
friend prime minist,0.136682497,75
determin,0.137362769,196
proper,0.138868289,122
fund,0.139296876,153
indic,0.139581047,92
realis,0.1401457,77
train,0.1402861,185
commando,0.140983572,124
normal,0.140983572,62
cut,0.141444401,70
avoid,0.142743103,110
critic,0.142897186,118
disarm,0.14501583,144
remark,0.14501583,128
improv,0.14501583,80
oper,0.14630449,679
five,0.148803709,99
command,0.149210461,149
co-oper,0.149412815,199
choic,0.14964546,108
environ,0.15001583,125
fulli,0.152368771,170
compli,0.15373676,172
scheme,0.154631215,104
victim,0.156808283,53
suicid bomber,0.157339774,71
appropri,0.158904719,117
quickli,0.158904719,72
paper,0.158904719,63
secur council resolut,0.159721712,136
council resolut,0.159721712,136
royal,0.163097591,159
readi,0.163458453,122
alongsid,0.163955224,66
difficulti,0.164752672,114
marin,0.167743103,88
suicid,0.169240636,129
resolv,0.171976614,153
obvious,0.172454854,82
support govern,0.172793608,72
deliv,0.173524602,114
educ,0.175676207,53
reconstruct,0.175898183,85
palestinian author,0.177232325,97
emphasis,0.180730116,56
practic,0.181780536,68
saddam',0.182103742,91
taliban regim,0.186682497,72
avail,0.190650751,189
novemb,0.194258254,66
regiment,0.195941756,54
board,0.199840391,57
complianc,0.200571386,72
brigad,0.201050313,58
state israel,0.203349163,60
chapter,0.209409769,66
interim,0.212323522,52
river,0.220996222,102
royal marin,0.229475289,74
grate hon,0.233652194,55
